date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,irs_hedge,asset_pnl,liability_pnl,surplus_pnl
2019-05-10,1276169753.2484145,-62182366.98268526,8618343.488871519,9326851.49574668,54902525.5079815,0.0,0.0,1286835106.758329,2307947301.4368925,-1021112194.6785636
2019-05-17,1062906854.9756509,-94545800.74943851,8680545.613461338,8949377.884531738,-1481209.618815632,0.0,0.0,984509768.1053898,1601376294.0306635,-616866525.9252737
2019-05-24,977922413.9977691,-143912964.36613336,9111539.054207377,9045041.7026102,-3597921.7143508256,0.0,0.0,848568108.6741025,1456221089.7051373,-607652981.0310347
2019-05-31,1184707237.7537837,-271467400.26822275,8094783.4670615345,7272074.075632387,3226397.1894993978,0.0,0.0,931833092.2177541,2193884121.5932913,-1262051029.3755372
2019-06-07,1236590257.5142252,-166980671.4572616,9283513.122216381,6311579.316499336,19778792.46774938,0.0,0.0,1104983470.9634287,2236624285.57265,-1131640814.6092212
2019-06-14,1264056992.12517,-142585868.75632557,9007965.171291485,4272102.894928456,17180565.034084328,0.0,0.0,1151931756.4691489,2289870097.1860247,-1137938340.7168758
2019-06-21,1218069595.193187,22583956.64867978,11825274.122573785,189203.462151716,21575309.084629726,0.0,0.0,1274243338.5112221,2258390902.666032,-984147564.1548097
2019-06-28,1168670055.2910478,103534668.83104129,13573036.790850192,-1664800.6091359695,21225782.722433962,0.0,0.0,1305338743.0262375,2165005350.38696,-859666607.3607225
2019-07-05,842533389.9922308,92492147.70909816,13991046.306066182,-677302.0523819956,-6164374.024179919,0.0,0.0,942174907.9308332,1551881175.5053701,-609706267.5745369
2019-07-12,1177992072.8928843,35460991.70468584,12552839.923213512,-2545402.3572962093,38086152.27786341,0.0,0.0,1261546654.441351,2181983892.5927095,-920437238.1513586
2019-07-19,1198165214.5918293,719299.9884094959,12252293.20222735,-3644961.390246548,24596390.089342803,0.0,0.0,1232088236.4815624,2220169884.2858686,-988081647.8043063
2019-07-26,1240917862.592677,43126097.06091645,12726874.141902678,-3867821.7586173215,24838369.878555264,0.0,0.0,1317741381.9154341,2244928977.5693693,-927187595.6539352
2019-08-02,565964290.5199448,-116328785.31507754,11303810.16768042,-4405580.744536971,-23384046.902985428,0.0,0.0,433149687.72502524,1224779110.3645182,-791629422.639493
2019-08-09,1366183859.3793967,-136164526.52399978,10514629.859399261,-7619128.498086856,48087983.56531154,0.0,0.0,1281002817.7820208,2480166649.0654097,-1199163831.2833889
2019-08-16,1164360257.1794183,-200576110.90924746,10366578.111928485,-10216141.024718828,42216918.37654066,0.0,0.0,1006151501.7339212,2154855776.7125254,-1148704274.9786043
