date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,irs_hedge,asset_pnl,liability_pnl,surplus_pnl
2018-03-30,-119147597.08997107,809855485.898298,7706874.685300987,771101.2391161236,-38548500.00000002,-158681872.37348315,-69519986.68876739,432435505.6704934,-171077617.91023636,603513123.5807297
2018-04-06,35042343.246489964,757434733.6579367,7705772.733348766,-358682.53444676776,-40176000.00000001,-155029965.4286741,9241652.093931684,613859853.7685863,65128828.671627045,548731025.0969592
2018-04-13,-196149755.36230016,953601546.2675217,8946164.587182783,276405.4501195019,-42363825.000000015,-193336171.32752597,-102132464.34201609,428841900.27298176,-312743198.68614197,741585098.9591237
2018-04-20,-197736048.1306951,946269335.9816654,8140152.287334662,664777.1350175892,-45128250.00000001,-193043874.7923515,-108141050.96728411,411025041.513687,-310692462.59589386,721717504.1095809
2018-04-27,-127664933.27501898,815973076.0126407,6393739.843109306,594917.5497120863,-43217100.00000002,-159998828.71563423,-79266858.58105808,412814012.8337508,-184429576.45519543,597243589.2889462
2018-05-04,-56231408.33319041,808126186.6048378,5997836.772936272,-1464911.6708717395,-36921000.00000001,-140193594.30604857,-41237520.81107809,538075588.2565851,-55154396.35867977,593229984.6152649
2018-05-11,-118614545.68133211,939582037.08345,5800896.795134325,-1549429.3919763728,-46088475.000000015,-174226849.87083805,-70543991.3445093,534359642.58992845,-169112493.34115028,703472135.9310787
2018-05-18,-144763017.28263623,949262034.0864776,5570363.693979678,622601.7703164984,-46200075.00000001,-164622302.44304106,-87548044.43166417,512321560.3934322,-213271995.56237411,725593555.9558063
2018-05-25,-89975771.06536895,843337463.3753124,4501893.620871225,1259800.966963561,-41859300.00000002,-143318045.61214513,-52657143.43359624,521288897.85203683,-117707115.69916725,638996013.5512041
2018-06-01,-48475452.98480971,814464270.6723413,3943503.3027964327,2324596.4649819797,-99332877.73350005,-124065295.23927711,-25565795.400967892,523292949.0815651,-88684998.81763744,611977947.8992026
2018-06-08,-56942102.612802446,901041755.7187887,4335999.689504039,857493.6445070044,-50824500.00000002,-154271137.25367808,-39498004.26811115,604699504.9182082,-58016102.71366501,662715607.6318733
2018-06-15,-104567176.68112192,914612161.1925632,5018043.831260347,1472868.4710028335,-45256125.00000001,-151336182.69170794,-59347216.87474075,560596372.2472557,-145202516.04380417,705798888.2910599
2018-06-22,-106933628.54459335,815021078.223952,5031078.003995633,2309340.4470857494,-45307275.00000002,-136120351.996342,-49509818.61937189,484490422.5147262,-194633349.1705246,679123771.6852508
2018-06-29,50968104.51139385,752462218.0659548,3435874.27137971,3622026.5064168107,-43435650.000000015,-124481770.79256825,19850400.968493678,662421203.5310707,92940513.77078629,569480689.7602844
2018-07-06,41453483.006347306,794573474.5085533,4632054.824504947,2367562.9936096724,-40269000.000000015,-144666366.99108243,6053266.497664022,664144474.8395967,76183622.31767368,587960852.5219231
2018-07-13,119281976.43047409,777492043.2724669,4646176.511034825,3425648.354117212,-46128000.000000015,-132128865.34433903,62102516.75041708,788691495.974171,169248972.0266018,619442523.9475693
2018-07-20,77211481.41334544,729044544.4665078,3855901.636606948,5500149.77687648,-47990325.00000003,-127096085.80895223,39872223.24050518,680397889.7248896,93941345.35969543,586456544.3651942
2018-07-27,82641032.28711699,699857574.5930095,4022921.842579452,7358072.548680261,-49871250.00000003,-137829640.05876532,32437975.58441778,638616686.7970388,148977113.880414,489639572.9166248
2018-08-03,-138852464.40974534,678709986.715755,4004702.0940590235,6562057.122767923,-38922825.00000001,-131578182.40952998,-88673833.87871756,291249440.23458904,-205411343.58115196,496660783.815741
2018-08-10,-126598610.55087936,750733878.1877793,5455262.635879399,9005359.829229813,-49057500.000000015,-143937390.6581415,-84723804.87853523,360877194.5653325,-183358520.98368263,544235715.549015
2018-08-17,24748895.553539257,773127877.875372,5200722.640002697,11836278.475838043,-50313000.00000002,-148479338.58610335,6912888.725023547,623034324.6836723,45534287.72725773,577500036.9564146
2018-08-24,5043901.305067765,792248836.924352,5373309.718588837,9542477.640831852,-51289500.000000015,-154034331.67400473,-3190583.0476709134,603694110.8671647,8677717.494515419,595016393.3726493
2018-08-31,-117473347.52329877,739098276.3089046,4742505.383791466,13143376.611885944,-112301732.84850004,-147218065.00185704,-50057929.060905084,329933083.8700211,-211516168.64884377,541449252.5188649
2018-09-07,26242751.33879787,654923674.0728624,4160496.420865464,14397493.229165131,-45837375.00000002,-121582065.84814529,8502768.040771801,540807742.2543173,48386969.057946205,492420773.1963711
2018-09-14,-23114038.88996082,618977719.3551307,4179487.5697724214,13378249.417212157,-54358500.00000002,-124182782.28321864,-24019872.93585165,410860262.23308414,6181411.348340988,404678850.88474315
2018-09-21,-37737633.249244966,680819837.7077069,4266490.345186867,11270556.404033486,-52824000.00000002,-142131877.3877221,-30712846.331030216,432950527.48893005,-19921045.026478767,452871572.5154088
2018-09-28,15567193.663106704,606007558.0350308,3793772.523182819,10566464.97177448,-52219500.00000002,-126552598.03554027,-2411247.447867082,454751643.7096875,30374470.74094677,424377172.9687407
2018-10-05,-84847889.08106844,429911319.2696054,3430822.902868098,8290654.6962344535,-43082250.000000015,-94146036.2856373,-52748336.60078558,166808284.9012166,-107300350.71578598,274108635.6170026
2018-10-12,88044117.29970746,198420238.41402152,2130090.9465915705,9120390.419113373,-50545500.00000002,-24109052.71670334,27512795.697068736,250573080.0597993,160737557.55754185,89835522.50225747
2018-10-19,2774679.574898253,147510082.57416078,1132032.0608516983,7286192.46535607,-52196250.000000015,-18141659.870896053,-18285507.151491717,70079569.65287901,7158021.891745567,62921547.76113345
2018-10-26,5424826.81780694,-39612007.40887302,-499105.1610863147,6824763.869711264,-49894500.00000002,35751400.766735114,-17841003.940864306,-59845625.05657035,55168472.00414562,-115014097.06071597
2018-11-02,-234738206.3873411,86208089.00940992,-67733.19602195616,6031965.705944861,-82051158.77850004,5916781.9620913,-112687635.85831574,-331387897.5427327,-380465590.6359539,49077693.09322119
2018-11-09,30014352.518461067,153535554.39304355,1589910.3084995875,8158095.024611691,-48081000.00000003,-15496042.151696412,7079597.673109716,136800467.76602915,56130662.28776169,80669805.47826746
2018-11-16,-27074316.972924177,77216246.05048999,-1096700.6349884565,8653931.111381661,-47476500.000000015,963810.3857012715,-31216816.519698907,-20030346.580038622,-3360052.042155266,-16670294.537883356
2018-11-23,-6666688.350062482,-159142111.89622337,-2568211.7663763007,7673424.163278309,-46662750.00000001,56585936.66546901,-11638771.23693694,-162419172.42085174,-11990772.436662674,-150428399.98418906
2018-11-30,-133392284.06346318,-3081731.6888624714,-2876566.8782105125,7521294.487486231,-120539208.59250006,18679018.251932267,-62361720.8912788,-296051199.3748965,-241822893.03788948,-54228306.337007046
2018-12-07,106539343.868209,-199387712.6252485,-3665930.7517026532,3278949.1289062463,-46011750.00000001,72026274.92211013,55699563.96022591,-11521261.497499868,146207832.11485004,-157729093.61234993
2018-12-14,-35364270.76247289,-309225116.2738138,-3031739.5893806075,4582693.293313438,-41501250.00000001,94616358.35323231,-20948374.907610055,-310871699.88673156,-64870788.40781975,-246000911.47891182
2018-12-21,66837784.63827009,-640907229.0951887,-5787783.8920309935,6550671.839493782,-38462475.000000015,173927100.05286694,25758849.002259955,-412083082.4543289,124045195.8832798,-536128278.3376087
2018-12-28,74948160.62629579,-530097570.3794696,-5921382.151477661,7252579.550281927,-35665500.000000015,152633530.62825358,29167482.616023354,-307682699.1100925,137884951.04495716,-445567650.1550497
2019-01-04,591057621.2885484,-554748323.4697465,-6259704.158293828,9260405.703559412,-9220950.000000007,161522581.84178817,478322587.5834413,669934218.789297,1234956763.9653864,-565022545.1760894
2019-01-11,1270748814.804546,-497309026.31048393,-2877990.166324591,9405588.868069865,53023950.00000003,144067981.2017507,529927086.47791815,1506986404.8754764,2298904790.918969,-791918386.0434928
